AGENCY_CODE,LABM_CODE,LABP_CODE,LABMT_CODE,LABM_NAME,LABM_SHORT_NAME,LABM_UNITS,LABM_LOW_VALUE,LABM_HIGH_VALUE
999,15F1_CA,EXCH_BASES_CA,15.061,"Exchangeable bases by 0.01M silver-thiourea (AgTU)+, no pretreatment for soluble salts",Exch. Ca++,meq/100g,NA,NA
999,15F1_CEC,EXCH_BASES_CEC,15.065,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",CEC,meq/100g,NA,NA
999,15F1_K,EXCH_BASES_K,15.063,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",Exch. K++,meq/100g,NA,NA
999,15F1_MG,EXCH_BASES_MG,15.062,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",Exch. Mg++,meq/100g,NA,NA
999,15F1_NA,EXCH_BASES_NA,15.064,"Exchangeable bases by 0.01m (AgTU)+, no pretreatment for soluble salts",Exch. Na++,meq/100g,NA,NA
999,15F2,EXCH_AL,15.07,Exchangeable aluminium by 0.01m (AgTU)+,Exch. Al++,meq/100g,NA,NA
999,15F2_AL,EXCH_AL,15.07,Exchangeable Al (%) - Silver Thiorea,Exch. Al++,%,NA,NA
999,15F3,CEC,15.08,CEC by 0.01M silver-thiourea (AgTU)+,CEC,meq/100g,NA,NA
999,15F4,EXCH_AL,15.075,Exchangeable aluminium by 1M ammonium acetate (pH5.8). Abdullah and Riley (1966).,Exch. Al++,?,NA,NA
999,15G_C,EXCH_ACIDITY,15.093,Exchange acidity (hydrogen and aluminium) - meq per 100g of soil - By 1M KCl exch. acidity by titration to pH 8.4,Exch. acidity (H+Al),meq/100g,NA,NA
999,15G_C_AL1,EXCH_AL,15.092,Exchangeable aluminium - meq per 100g of soil - Aluminium By difference of C and A or B,Exch. Al++,meq/100g,NA,NA
999,15G_C_AL2,EXCH_AL,15.092,Exchangeable aluminium - meq per 100g of soil - Aluminium By KCl extraction and detremination By AAS,Exch. Al++,meq/100g,NA,NA
999,15G_C_H1,EXCH_H,15.091,Exchangeable hydrogen - meq per 100g of soil - Hydrogen By back titration of A or B,Exch. H+,meq/100g,NA,NA
999,15G_H,EXCH_H,15.091,Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. acidity By titration to pH 8.4,Exch. H+,meq/100g,NA,NA
999,15G1,EXCH_ACIDITY,15.09,Exchange acidity (hydrogen and aluminium) by 1M potassium chloride,Exch. Acidity (H+Al),meq/100g,NA,NA
303,15G1_Acid,NA,NA,Exchange acidity (hydrogen and aluminium) by 1M potassium chloride - Exchange Acidity,Exchange Acidity - K,NA,NA,NA
999,15G1_AL,EXCH_AL,15.092,Aluminium Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0,Exch. H+,meq/100g,NA,NA
999,15G1_H,EXCH_H,15.091,Hydrogen Cation - meq per 100g of soil - 1M KCl Exch. Acidity By titration to pH 8.0,Exch. H+,meq/100g,NA,NA
303,15G2,NA,NA,Exch. Al saturation,Exchange Al Sat - ca,NA,NA,NA
303,15G2_Al_MQ,NA,NA,Exchangeable aluminium,Exchangeable alumini,NA,NA,NA
999,15H1,EXCH_ACIDITY,15.10,Exchange acidity by TEA,Exch. Acidity (H+Al),meq/100g,NA,NA
999,15I1,CEC,15.11,CEC measurement - distillation of ammonium ions,CEC,meq/100g,NA,NA
999,15I2,CEC,15.11,CEC measurement - automated determination of ammonium ions,CEC,meq/100g,NA,NA
999,15I3,CEC,15.12,CEC measurement - automated determination of ammonium and chloride ions,CEC,meq/100g,NA,NA
999,15I4,CEC,15.12,CEC measurement - titration of ammonium and chloride ions,CEC,meq/100g,NA,NA
999,15J_BASES,BASES,15.172,Sum of Bases,Sum of Bases,meq/100g,NA,NA
999,15J_H,ECEC,15.131,Sum of Ex. cations + Ex. acidity - Sum of basic exch. cations and exch. (Hydrogen),ECEC,meq/100g,NA,NA
999,15J1,ECEC,15.13,Effective CEC,ECEC,meq/100g,NA,NA
303,15J2_MQ02,ECEC,NA,Effective cation exchange capacity,ECEC,meq/100g,NA,NA
999,15K1,CEC,15.14,CEC - pH 8.2,CEC,meq/100g,NA,NA
999,15L1,BSP,15.15,Base saturation percentage (BSP),BSP,%,NA,NA
501,15L1_a,NA,NA,NA,NA,NA,NA,NA
999,15M1,CATION_RATIO,15.16,Cation ratio,Cation ratio,NA,NA,NA
303,15M1_Ca/CE,CA,NA,Calcium to cation exchange capacity ratio,Calcium to cation ex,NA,NA,NA
303,15M1_Ca/Mg,CA/MG,NA,Cation ratio Ca/Mg,Ca/Mg ratio,NA,NA,NA
303,15M1_K/CEC,NA,NA,Potassium to cation exchange capacity ratio,Potassium to cation ,NA,NA,NA
303,15M1_Mg/Ca,NA,NA,Magnesium to calcium ratio,Magnesium to calcium,NA,NA,NA
303,15M1_Mg/CE,NA,NA,Magnesium to cation exchange capacity ratio,Magnesium to cation ,NA,NA,NA
303,15M1_Mg/K,MG/K,NA,Cation ratio Mg/K,Mg/K ratio,NA,NA,NA
303,15M1_Na/K,NA/K,NA,Cation ratio Na/K,Na/K ratio,NA,NA,NA
999,15N1,ESP,15.17,Exchangeable sodium percentage (ESP),ESP,%,NA,NA
501,15N1_a,NA,NA,NA,NA,NA,NA,NA
501,15N1_b,NA,NA,NA,NA,NA,NA,NA
999,15O1,AL_SAT,15.18,Percenatge aluminium saturation,Al saturation,%,NA,NA
303,15P1,CEC/CLAY,NA,CEC/Clay ratio,CEC/Clay ratio,NA,NA,NA
303,15Z1,NA,NA,H,H,NA,NA,NA
303,15Z1_CEC/c,CEC,NA,Cation exchange capacity:clay,Cation exchange capa,NA,NA,NA
999,16A1,LIME_RATE,16.01,Calculated lime rate - from exchangeable aluminium,Calculated lime rate,kg/ha 10cm,NA,NA
999,16B1,LIME_RATE,16.02,Calculated lime rate - Cregan,Calculated lime rate,kg/ha 10cm,NA,NA
999,16C1,LIME_REQ,16.03,Lime requirement - Mehlich single buffer,Lime requirement,t/ha 20cm,NA,NA
303,16C1_5.5,NA,NA,Lime requirement at pH 5.5,Lime Requirement - p,NA,NA,NA
303,16C1_6.0,NA,NA,Lime requirement at pH 6.0,Lime Requirement - p,NA,NA,NA
303,16C1_6.5,NA,NA,Lime requirement at pH 6.5,Lime Requirement - p,NA,NA,NA
999,16D1,LIME_REQ,16.04,Lime requirement - Dunn titration curves,Lime requirement,t/ha 20cm,NA,NA
999,17A_HF+,POTASSIUM,17.14,Total element - K (%) - HF/HCl04 Digest,Total K,%,NA,NA
999,17A_NR,POTASSIUM,17.001,Total element - K (%) - Not recorded,Total K,%,NA,NA
999,17A1,POTASSIUM,17.01,Total Potassium - X-ray fluorescence,Total K,%,NA,NA
999,17A1_K,TOTAL_ELEMENTS,NA,Total Potassium - X-ray fluorescence,Total K,%,NA,NA
303,17A1_K_MQ0,NA,NA,Total potassium - MIR QLD Calibration 1,Total potassium - MI,NA,NA,NA
303,17A2_Cu,NA,NA,Total element - Cu(mg/kg) - HF/HClO4 Digest,Total Cu,NA,NA,NA
303,17A2_Fe,NA,NA,Total element - Fe(%) - HF/HClO4 Digest,Total Fe,NA,NA,NA
999,17A2_K,TOTAL_ELEMENTS,NA,"Total Potassium - microwave assisted digestion, determination by AAS",Total K,%,NA,NA
303,17A2_Mn,NA,NA,Total element - Mn(mg/kg) - HF/HClO4 Digest,Total Mn,NA,NA,NA
303,17A2_Zn,NA,NA,Total element - Zn(mg/kg) - HF/HClO4 Digest,Total Zn,NA,NA,NA
303,17B1,NA,NA,"0.01M CaCl2 extractable K, ICP",0.01M CaCl2 extracta,NA,NA,NA
999,17B1_K,TOTAL_ELEMENTS,NA,"Psuedo-total Potassium - reverse aqua regia block digestion, determination by AAS",Total K,%,NA,NA
303,17B2_Al,AL,NA,Aluminium,Aluminium,NA,NA,NA
303,17B2_As,AS,NA,Arsenic,Arsenic,NA,NA,NA
303,17B2_Ca,CA,NA,Calcium,Calcium,NA,NA,NA
303,17B2_Co,NA,NA,Cobalt,Cobalt,NA,NA,NA
303,17B2_Cr,CR,NA,Chromium,Chromium,NA,NA,NA
303,17B2_Cu,NA,NA,Copper,Copper,NA,NA,NA
303,17B2_Fe,NA,NA,Iron,Iron,NA,NA,NA
999,17B2_K,TOTAL_ELEMENTS,NA,"Psuedo-total Potassium - reverse aqua regia digestion, determination by atomic spectrometry",Total K,%,NA,NA
303,17B2_Mg,NA,NA,Magnesium,Magnesium,NA,NA,NA
303,17B2_Mn,NA,NA,Manganese,Manganese,NA,NA,NA
303,17B2_Mo,NA,NA,Molybdenum,Molybdenum,NA,NA,NA
303,17B2_Na,NA,NA,Sodium,Sodium,NA,NA,NA
303,17B2_Ni,NA,NA,Nickel,Nickel,NA,NA,NA
303,17B2_P,NA,NA,Phosphorus,Phosphorus,NA,NA,NA
303,17B2_Pb,NA,NA,Lead,Lead,NA,NA,NA
303,17B2_S,NA,NA,Sulphur,Sulphur,NA,NA,NA
303,17B2_Zn,NA,NA,Zinc,Zinc,NA,NA,NA
999,17C1_K,TOTAL_ELEMENTS,NA,"Psuedo-total Potassium - conventional aqua regia block digestion, determination by atomic spectrometry",Total K,%,NA,NA
303,17X1_Al,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_As,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Ca,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Co,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Cr,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Cu,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Fe,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_K,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Mg,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Mn,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Mo,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Na,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Ni,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_P,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Pb,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_S,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17X1_Zn,NA,NA,Soil: Elements; HNO3+HClO4+H2O2 microwave; ICP,Soil: Elements; HNO3,NA,NA,NA
303,17Z1,NA,NA,Total P,Total P,NA,NA,NA
501,18_NR,NA,NA,NA,NA,NA,NA,NA
999,18A1,POTASSIUM,18.01,Bicarbonate-extractable potassium,Extractable K,mg/kg,NA,NA
501,18A1_NR,NA,NA,NA,NA,NA,NA,NA
999,18B1,POTASSIUM,18.02,Hydrochloric acid - extractable potassium,Extractable K,mg/kg,NA,NA
999,18B2,POTASSIUM,18.04,Sulfuric acid (10%)- extractable potassium,Extractable K,mg/kg,NA,NA
999,18C1,POTASSIUM,NA,Boiling 1 M nitric acid  - extractable potassium,Extractable K,mg/kg,NA,NA
999,18D1,CADMIUM,NA,0.1 M calcium chloride - extractable Cadmium,Extractable Cd,mg/kg,NA,NA
999,18E1,CADMIUM,NA,0.01 M calcium chloride - extractable Cadmium,Extractable Cd,mg/kg,NA,NA
999,18E2,POTASSIUM,18.03,Fluoride-extractable potassium (Bray 1-K) - AAS,Extractable K,mg/kg,NA,NA
999,18F1_AL,AL,NA,Mehlich 3 - extractable Aluminium,Extractable Al,mg/kg,NA,NA
999,18F1_B,BORON,NA,Mehlich 3 - extractable Boron,Extractable B,mg/kg,NA,NA
999,18F1_CA,CALCIUM,NA,Mehlich 3 - extractable Calcium,Extractable Ca,mg/kg,NA,NA
303,18F1_Cd,CD,NA,Cadmium,Cadmium,NA,NA,NA
999,18F1_CU,CU,NA,Mehlich 3 - extractable Copper,Extractable Cu,mg/kg,NA,NA
999,18F1_FE,FE,NA,Mehlich 3 - extractable Iron,Extractable Fe,mg/kg,NA,NA
999,18F1_K,POTASSIUM,NA,Mehlich 3 - extractable Potassium,Extractable K,mg/kg,NA,NA
999,18F1_MG,MG,NA,Mehlich 3 - extractable Magnesium,Extractable Mg,mg/kg,NA,NA
999,18F1_MN,MN,NA,Mehlich 3 - extractable Manganese,Extractable Mn,mg/kg,NA,NA
999,18F1_NA,NA,NA,Mehlich 3 - extractable Sodium,Extractable Na,mg/kg,NA,NA
999,18F1_P,PHORPHORUS,NA,Mehlich 3 - extractable Phosporus,Extractable P,mg/kg,NA,NA
999,18F1_S,SULFUR,NA,Mehlich 3 - extractable Sulfur,Extractable S,mg/kg,NA,NA
999,18F1_ZN,ZN,NA,Mehlich 3 - extractable Zinc,Extractable Zn,mg/kg,NA,NA
999,18F2,POTASSIUM,NA,Mehlich 3 - extractable Potassium - colour finish,Extractable K,mg/kg,NA,NA
999,18G1,POTASSIUM,NA,Reserve soil K+ by copper-modified sodium tetraphenylboron extraction,Extractable K,mg/kg,NA,NA
999,19_COL,CARBONATES,19.01,Carbonates - Collins Calcimeter,Carbonates,%,NA,NA
999,19A1,CARBONATES,19.01,Carbonates - rapid titration,Carbonates,%,NA,NA
303,19A2,CARBONATES,NA,Acid Neutralizing Capacity - 0.1 M HCl digest & back titration,ANC 0.1 M HCl,NA,NA,NA
999,19B_NR,CARBONATES,19.00,Calcium Carbonate (CaCO3) - Not recorded,Carbonates,%,NA,NA
999,19B1,CARBONATES,19.01,Carbonates - manometric,Carbonates,%,NA,NA
999,19B2,CARBONATES,NA,Carbonates - transducer,Carbonates,%,NA,NA
999,19C1,CARBONATES,NA,Spot field test for the presence of soil carbonates with dilute HCl,Carbonates,%,NA,NA
999,19D1,CARBONATES,NA,Field test for soil carbonates with dilute HCl and effervescence class assessment,Carbonates,%,NA,NA
303,1A1,NA,NA,Field sampling - soil and land use surveys,Field sampling - sur,NA,NA,NA
303,1A2,NA,NA,Field sampling - diagnositc,Field sampling - dia,NA,NA,NA
303,1B1,NA,NA,Laboratory preperation,Laboratory preperati,NA,NA,NA
303,1X1_Al,NA,NA,Total Al XRF,Total Al XRF,NA,NA,NA
303,1X1_As,NA,NA,Total As XRF,Total As XRF,NA,NA,NA
303,1X1_Ba,NA,NA,Total Ba XRF,Total Ba XRF,NA,NA,NA
303,1X1_Br,NA,NA,Total Br XRF,Total Br XRF,NA,NA,NA
303,1X1_Ca,NA,NA,Total Ca XRF,Total Ca XRF,NA,NA,NA
303,1X1_Cd,NA,NA,Total Cd XRF,Total Cd XRF,NA,NA,NA
303,1X1_Co,NA,NA,Total Co XRF,Total Co XRF,NA,NA,NA
303,1X1_Cr,NA,NA,Total Cr XRF,Total Cr XRF,NA,NA,NA
303,1X1_Cu,NA,NA,Total Cu XRF,Total Cu XRF,NA,NA,NA
303,1X1_Fe,NA,NA,Total Fe XRF,Total Fe XRF,NA,NA,NA
303,1X1_Hg,NA,NA,Total Hg XRF,Total Hg XRF,NA,NA,NA
303,1X1_Mg,NA,NA,Total Mg XRF,Total Mg XRF,NA,NA,NA
303,1X1_Mn,NA,NA,Total Mn XRF,Total Mn XRF,NA,NA,NA
303,1X1_Na,NA,NA,Total Na XRF,Total Na XRF,NA,NA,NA
303,1X1_Ni,NA,NA,Total Ni XRF,Total Ni XRF,NA,NA,NA
303,1X1_Pb,NA,NA,Total Pb XRF,Total Pb XRF,NA,NA,NA
303,1X1_Si,NA,NA,Total Si XRF,Total Si XRF,NA,NA,NA
303,1X1_Sr,NA,NA,Total Sr XRF,Total Sr XRF,NA,NA,NA
303,1X1_Ti,NA,NA,Total Ti XRF,Total Ti XRF,NA,NA,NA
303,1X1_V,NA,NA,Total V XRF,Total V XRF,NA,NA,NA
303,1X1_Zn,NA,NA,Total Zn XRF,Total Zn XRF,NA,NA,NA
999,2_LOI,LOSS_ON_IGNITION,2.00,Loss on Ignition (%),Loss on Ignition,%,NA,NA
999,20A1,SULFUR,NA,Chromium reducible S,Reducible S,%,NA,NA
303,20A2,NA,NA,Total Sulfur - Leco,Total S Leco,NA,NA,NA
303,20A3,NA,NA,"Total Sulfur - Combustion, titration end point","Total S comb, titrat",NA,NA,NA
303,20A4,NA,NA,"Total Sulfur - Combustion, dry ashing NaCO3, AgBr","Total S comb, dry as",NA,NA,NA
303,20A5,NA,NA,Total Sulfur - Alkaline Na hypobromite oxidation + reduction hydroiodic acid reduction,Total S alk Na ox + ,NA,NA,NA
303,20A6,NA,NA,"Total Sulfur - Acid oxidation using nitric, perchloric, phosphoric, hydrochloric acids",Total S acid ox,NA,NA,NA
303,20A7,NA,NA,Total Sulfur - Bromine-Nitric Acid oxidation (Vogel's quantitative inorganic analysis),Total S Br-Nitric Ac,NA,NA,NA
303,20A9,NA,NA,Total Sulfur - Summation from procedure 20D,Total S summ 20D,NA,NA,NA
999,20B1,TAA,NA,SPOCAS acid trail - titratable actual acidity (TAA),TAA,mol(H+)/t,NA,NA
303,20Ba,SU,NA,"4M HCl extractable Sulfur - sulfate, turbidmetric","HCl extr S - SO4, tu",NA,NA,NA
303,20Bb,SU,NA,"4M HCl extractable Sulfur - sulfate, gravimetric","HCl extr S - SO4, gr",NA,NA,NA
303,20Bc,SU,NA,"4M HCl extractable Sulfur - sulfate, automated colour","HCl extr S - SO4, au",NA,NA,NA
303,20Bd,SU,NA,"4M HCl extractable Sulfur - sulfate, ion chromatography","HCl extr S - SO4, io",NA,NA,NA
303,20Be,SU,NA,"4M HCl extractable Sulfur - sulfur, ICPAES","HCl extr S - S, ICPA",NA,NA,NA
303,20Bf,SU,NA,"4M HCl extractable Sulfur - sulfate, automated turbidmetric","HCl extr S - SO4, au",NA,NA,NA
303,20Bg,SU,NA,"4M HCl extractable Sulfur - sulfate, indirect, barium remaining by AAS","HCl extr S - SO4, in",NA,NA,NA
303,20Bh,CA,NA,"4M HCl extractable calcium, ICPAES","HCl extr S - Ca, ICP",NA,NA,NA
303,20Bj,CA,NA,"4M HCl extractable calcium, atomic absorption (AAS)","HCl extr S - Ca, AAS",NA,NA,NA
303,20Bk,CA,NA,"4M HCl extractable calcium, titration EDTA","HCl extr S - Ca, EDT",NA,NA,NA
303,20Bm,MG,NA,"4M HCl extractable magnesium, ICPAES","HCl extr S - Mg, ICP",NA,NA,NA
303,20Bn,MG,NA,"4M HCl extractable magnesium, atomic absorption (AAS)","HCl extr S - Mg, AAS",NA,NA,NA
303,20Bp,MG,NA,"4M HCl extractable magnesium, titration EDTA","HCl extr S - Mg, EDT",NA,NA,NA
303,20Bs,NA,NA,"4M HCl extractable sodium, ICPAES","HCl extr S - Na, ICP",NA,NA,NA
303,20Bt,NA,NA,"4M HCl extractable sodium, atomic absorption (AAS)","HCl extr S - Na, AAS",NA,NA,NA
303,20Bu,NA,NA,"4M HCl extractable sodium, flame emission","HCl extr S - Na, fla",NA,NA,NA
303,20Bv,K,NA,"4M HCl extractable potassium, ICPAES","HCl extr S - K, ICPA",NA,NA,NA
303,20Bw,MG,NA,"4M HCl extractable potassium, atomic absorption (AAS)","HCl extr S - K, AAS",NA,NA,NA
303,20Bx,K,NA,"4M HCl extractable potassium, flame emission","HCl extr S - K, flam",NA,NA,NA
999,20C1_ANC,ANC,NA,SPOCAS acid trail - Net Acid Neutralising Capacity (ANC),ANC,mol(H+)/t,NA,NA
999,20C1_TPA,TPA,NA,SPOCAS acid trail - titratable peroxide acidity (TPA),TPA,mol(H+)/t,NA,NA
303,20C1a,NA,NA,"Total Oxidisable Sulfur by XRF and turbidmetric, SO4",TOS  XRF-Turbimetric,NA,NA,NA
303,20C1b,NA,NA,"Total Oxidisable Sulfur by XRF and Gravimetric, SO4",TOS  XRF-Gravimetric,NA,NA,NA
303,20C1c,NA,NA,"Total Oxidisable Sulfur by XRF and Auto colour, SO4",TOS  XRF-Auto colour,NA,NA,NA
303,20C1d,NA,NA,"Total Oxidisable Sulfur by XRF and Ion chromo, SO4","TOS  XRF-Ion chromo,",NA,NA,NA
303,20C1e,NA,NA,"Total Oxidisable Sulfur by XRF and ICPAES, S","TOS  XRF-ICPAES, S",NA,NA,NA
303,20C1f,NA,NA,"Total Oxidisable Sulfur by XRF and Auto turbidmetric, SO4",TOS  XRF-Auto turbim,NA,NA,NA
303,20C1g,NA,NA,"Total Oxidisable Sulfur by XRF and Indirect Ba by AAS, SO4",TOS  XRF-Indirect Ba,NA,NA,NA
303,20C2a,NA,NA,"Total Oxidisable Sulfur by Leco and turbidmetric, SO4",TOS  Leco-Turbimetri,NA,NA,NA
303,20C2b,NA,NA,"Total Oxidisable Sulfur by Leco and Gravimetric, SO4",TOS  Leco-Gravimetri,NA,NA,NA
303,20C2c,NA,NA,"Total Oxidisable Sulfur by Leco and Auto colour, SO4",TOS  Leco-Auto colou,NA,NA,NA
303,20C2d,NA,NA,"Total Oxidisable Sulfur by Leco and Ion chromo, SO4",TOS  Leco-Ion chromo,NA,NA,NA
303,20C2e,NA,NA,"Total Oxidisable Sulfur by Leco and ICPAES, S","TOS  Leco-ICPAES, S",NA,NA,NA
303,20C2f,NA,NA,"Total Oxidisable Sulfur by Leco and Auto turbidmetric, SO4",TOS  Leco-Auto turbi,NA,NA,NA
303,20C2g,NA,NA,"Total Oxidisable Sulfur by Leco and Indirect Ba by AAS, SO4",TOS  Leco-Indirect B,NA,NA,NA
303,20C3a,NA,NA,"Total Oxidisable Sulfur by Combustion, titration and turbidmetric, SO4","TOS  Combustion, tit",NA,NA,NA
303,20C3b,NA,NA,"Total Oxidisable Sulfur by Combustion, titration and Gravimetric, SO4","TOS  Combustion, tit",NA,NA,NA
303,20C3c,NA,NA,"Total Oxidisable Sulfur by Combustion, titration and Auto colour, SO4","TOS  Combustion, tit",NA,NA,NA
303,20C3d,NA,NA,"Total Oxidisable Sulfur by Combustion, titration and Ion chromo, SO4","TOS  Combustion, tit",NA,NA,NA
303,20C3e,NA,NA,"Total Oxidisable Sulfur by Combustion, titration and ICPAES, S","TOS  Combustion, tit",NA,NA,NA
303,20C3f,NA,NA,"Total Oxidisable Sulfur by Combustion, titration and Auto turbidmetric, SO4","TOS  Combustion, tit",NA,NA,NA
303,20C3g,NA,NA,"Total Oxidisable Sulfur by Combustion, titration and Indirect Ba by AAS, SO4","TOS  Combustion, tit",NA,NA,NA
303,20C4a,NA,NA,"Total Oxidisable Sulfur by Combustion, dry ashing and turbidmetric, SO4","TOS  Combustion, dry",NA,NA,NA
303,20C4b,NA,NA,"Total Oxidisable Sulfur by Combustion, dry ashing and Gravimetric, SO4","TOS  Combustion, dry",NA,NA,NA
303,20C4c,NA,NA,"Total Oxidisable Sulfur by Combustion, dry ashing and Auto colour, SO4","TOS  Combustion, dry",NA,NA,NA
303,20C4d,NA,NA,"Total Oxidisable Sulfur by Combustion, dry ashing and Ion chromo, SO4","TOS Combustion, dry ",NA,NA,NA
303,20C4e,NA,NA,"Total Oxidisable Sulfur by Combustion, dry ashing and ICPAES, S","TOS Combustion, dry ",NA,NA,NA
303,20C4f,NA,NA,"Total Oxidisable Sulfur by Combustion, dry ashing and Auto turbidmetric, SO4","TOS Combustion, dry ",NA,NA,NA
303,20C4g,NA,NA,"Total Oxidisable Sulfur by Combustion, dry ashing and Indirect Ba by AAS, SO4","TOS Combustion, dry ",NA,NA,NA
303,20C5a,NA,NA,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and turbidmetric, SO4",TOS  Alkaline Na ox ,NA,NA,NA
303,20C5b,NA,NA,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Gravimetric, SO4",TOS  Alkaline Na ox ,NA,NA,NA
303,20C5c,NA,NA,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Auto colour, SO4",TOS  Alkaline Na ox ,NA,NA,NA
303,20C5d,NA,NA,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Ion chromo, SO4",TOS  Alkaline Na ox ,NA,NA,NA
303,20C5e,NA,NA,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and ICPAES, S",TOS  Alkaline Na ox ,NA,NA,NA
303,20C5f,NA,NA,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Auto turbidmetric, SO4",TOS  Alkaline Na ox ,NA,NA,NA
303,20C5g,NA,NA,"Total Oxidisable Sulfur by Alkaline Na ox + HI red and Indirect Ba by AAS, SO4",TOS  Alkaline Na ox ,NA,NA,NA
303,20C6a,NA,NA,"Total Oxidisable Sulfur by Acid ox and turbidmetric, SO4",TOS  Acid ox-Turbime,NA,NA,NA
303,20C6b,NA,NA,"Total Oxidisable Sulfur by Acid ox and Gravimetric, SO4",TOS  Acid ox-Gravime,NA,NA,NA
303,20C6c,NA,NA,"Total Oxidisable Sulfur by Acid ox and Auto colour, SO4",TOS  Acid ox-Auto co,NA,NA,NA
303,20C6d,NA,NA,"Total Oxidisable Sulfur by Acid ox and Ion chromo, SO4",TOS  Acid ox-Ion chr,NA,NA,NA
303,20C6e,NA,NA,"Total Oxidisable Sulfur by Acid ox and ICPAES, S","TOS  Acid ox-ICPAES,",NA,NA,NA
303,20C6f,NA,NA,"Total Oxidisable Sulfur by Acid ox and Auto turbidmetric, SO4",TOS  Acid ox-Auto tu,NA,NA,NA
303,20C6g,NA,NA,"Total Oxidisable Sulfur by Acid ox and Indirect Ba by AAS, SO4",TOS  Acid ox-Indirec,NA,NA,NA
303,20C7a,NA,NA,"Total Oxidisable Sulfur by Br-Nitric ox and turbidmetric, SO4",TOS  Br-Nitric ox-Tu,NA,NA,NA
303,20C7b,NA,NA,"Total Oxidisable Sulfur by Br-Nitric ox and Gravimetric, SO4",TOS  Br-Nitric ox-Gr,NA,NA,NA
303,20C7c,NA,NA,"Total Oxidisable Sulfur by Br-Nitric ox and Auto colour, SO4",TOS  Br-Nitric ox-Au,NA,NA,NA
303,20C7d,NA,NA,"Total Oxidisable Sulfur by Br-Nitric ox and Ion chromo, SO4",TOS  Br-Nitric ox-Io,NA,NA,NA
303,20C7e,NA,NA,"Total Oxidisable Sulfur by Br-Nitric ox and ICPAES, S",TOS  Br-Nitric ox-IC,NA,NA,NA
303,20C7f,NA,NA,"Total Oxidisable Sulfur by Br-Nitric ox and Auto turbidmetric, SO4",TOS  Br-Nitric ox-Au,NA,NA,NA
303,20C7g,NA,NA,"Total Oxidisable Sulfur by Br-Nitric ox and Indirect Ba by AAS, SO4",TOS  Br-Nitric ox-In,NA,NA,NA
303,20D1,NA,NA,Total oxidisable sulfur prewash 4M HCl and H2O - XRF,TOS prewash - XRF,NA,NA,NA
999,20D1_CA,CA,NA,1 M KCl - extractable Ca,Extractable Ca,%,NA,NA
999,20D1_MG,MG,NA,1 M KCl - extractable Mg,Extractable Mg,%,NA,NA
999,20D1_S,SULFUR,NA,1 M KCl - extractable S,Extractable S,%,NA,NA
